index,user_id,sequence_item_ids,sequence_ratings,sequence_timestamps
6786,6786,"2506,2509,3277,2776,4173,4104,2935,2229","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1443225600,1443225600,1444435200,1455753600,1463270400,1481155200,1498435200,1500422400"
857,857,"24,1651,2180,406,2373,2919,2183,586","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1392163200,1399766400,1399766400,1402790400,1404000000,1453680000,1480723200,1480723200"
7939,7939,"2733,1090,3313,4380,3267,2851","5.0,5.0,5.0,5.0,5.0,5.0","1482105600,1482105600,1482105600,1482105600,1482105600,1482105600"
3915,3915,"1362,1242,2799,2535,878","5.0,5.0,5.0,5.0,3.0","1444176000,1469059200,1488585600,1496361600,1527120000"
7011,7011,"1907,406,365,599,3838,866","5.0,5.0,1.0,5.0,4.0,2.0","1430611200,1456704000,1491264000,1491782400,1491782400,1491782400"
5469,5469,"1009,4296,1605,1536,1634,207","5.0,4.0,5.0,5.0,5.0,5.0","1383609600,1392940800,1392940800,1392940800,1424390400,1431648000"
7962,7962,"1812,2969,1122,2561,3005,2801,1581,4047,1721,701,1572","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1427587200,1445644800,1445644800,1445644800,1450915200,1481846400,1481846400,1481846400,1481846400,1482451200,1482451200"
6068,6068,"138,951,4043,3991,2043,3875,535","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1414972800,1427673600,1481241600,1483660800,1483660800,1483660800,1483660800"
1374,1374,"2605,4151,2384,2919,3595,2150","5.0,5.0,3.0,5.0,4.0,5.0","1390003200,1406160000,1406160000,1441929600,1450310400,1478995200"
2174,2174,"4084,3353,3643,365,4240,3397","5.0,5.0,5.0,5.0,5.0,5.0","1505692800,1505692800,1505692800,1505692800,1505692800,1515110400"
5028,5028,"4034,4189,3009,3163,4134,4048,3797","5.0,5.0,1.0,5.0,5.0,3.0,5.0","1464652800,1502496000,1502496000,1508198400,1508198400,1508198400,1508198400"
52,52,"2003,1334,1426,2464,173,235,947,1129,48,3030","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1436918400,1445558400,1458345600,1468454400,1473552000,1473552000,1473552000,1473552000,1473552000,1473552000"
8276,8276,"1527,649,1940,841,365,2392,2919","4.0,5.0,4.0,5.0,5.0,4.0,5.0","1438387200,1519430400,1519430400,1519430400,1519430400,1519430400,1519430400"
3426,3426,"587,1436,2028,2567,2370,2367,1251,878","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1388880000,1389484800,1389571200,1444435200,1444435200,1444435200,1444435200,1444435200"
4938,4938,"1735,3991,3277,2120,1072,1105","5.0,5.0,5.0,5.0,5.0,5.0","1402704000,1463270400,1463270400,1463443200,1463443200,1475193600"
8253,8253,"2900,2744,2470,2469,2894,3405,2470,2470,2718,128,4278,3140,3685,4191,2720","5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0","1433203200,1433203200,1445299200,1445299200,1445299200,1445644800,1445904000,1446422400,1487808000,1487808000,1487808000,1487808000,1487808000,1487808000,1531180800"
4116,4116,"1341,1147,680,194,1291,913,1381,4275","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1425859200,1430784000,1433548800,1433548800,1433548800,1439596800,1489017600,1505260800"
626,626,"3667,2894,3332,2903,4095,3828,3092","5.0,5.0,4.0,5.0,5.0,5.0,3.0","1488326400,1488412800,1490054400,1490054400,1490140800,1498003200,1506470400"
5847,5847,"1440,1465,700,34,4088,1248","4.0,5.0,5.0,5.0,5.0,5.0","1397260800,1428624000,1454284800,1515456000,1515456000,1518998400"
5779,5779,"664,695,1377,656,235,2874,3656","3.0,5.0,4.0,5.0,5.0,5.0,5.0","1266364800,1391731200,1450828800,1495411200,1498262400,1520726400,1522195200"
6310,6310,"340,32,526,1927,2451,131,475,2890,365,1493","5.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0","1431734400,1433894400,1436140800,1437696000,1452988800,1452988800,1506211200,1517702400,1518048000,1520899200"
760,760,"406,2566,3201,1150,2480,414,2211,4054","5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0","1437955200,1437955200,1438560000,1438560000,1447372800,1463356800,1480377600,1502928000"
1097,1097,"953,1729,952,2442,796,1368","4.0,4.0,4.0,5.0,5.0,5.0","1408406400,1408406400,1408406400,1408406400,1500595200,1500595200"
4563,4563,"1424,2569,2295,906,4243,2902,4331","5.0,5.0,5.0,4.0,5.0,4.0,4.0","1386979200,1387756800,1387756800,1417219200,1487203200,1487203200,1487203200"
2555,2555,"904,207,1430,3030,2637,1651","5.0,5.0,4.0,5.0,3.0,4.0","1292198400,1292544000,1372636800,1419811200,1433894400,1502323200"
2000,2000,"3129,3122,3145,3144,3119,3128,3218,3118","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1411862400,1415664000,1416009600,1416268800,1416268800,1423180800,1423180800,1423180800"
3265,3265,"3463,2898,2896,3640,2892,3138","5.0,5.0,5.0,5.0,5.0,5.0","1450051200,1466985600,1466985600,1471132800,1471132800,1471132800"
5774,5774,"1082,506,2530,1130,547,1669,2951,1521,3641,4105","5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0","1386806400,1413158400,1413158400,1413158400,1413158400,1420070400,1420156800,1420934400,1485302400,1511308800"
2004,2004,"2810,1568,1996,1767,841,3406","5.0,5.0,2.0,5.0,5.0,5.0","1423440000,1423440000,1425427200,1425427200,1425427200,1447545600"
5416,5416,"4181,3163,2896,3188,4255,3319","5.0,4.0,5.0,3.0,3.0,5.0","1503532800,1503532800,1503532800,1504483200,1521244800,1521244800"
6860,6860,"3895,3622,3616,151,3623","5.0,5.0,5.0,5.0,5.0","1475193600,1475193600,1475193600,1475193600,1475280000"
4564,4564,"1251,2369,207,2341,208,58","2.0,4.0,4.0,3.0,2.0,3.0","1442188800,1455580800,1471737600,1478304000,1480118400,1488326400"
2003,2003,"1966,2806,2664,798,811,1773,1562,3578,2475,422,816,553,2476,962,2175","4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0","1473379200,1473379200,1473379200,1473379200,1473379200,1473379200,1473379200,1473379200,1473379200,1473379200,1473379200,1473379200,1473379200,1490659200,1490659200"
3680,3680,"2251,2468,2451,365,1870,2509,4333","5.0,4.0,4.0,5.0,5.0,4.0,4.0","1436400000,1436400000,1436400000,1436659200,1450656000,1466640000,1482278400"
1977,1977,"2451,379,2561,345,890,913,4207,550,2297","3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0","1393632000,1437091200,1437091200,1442793600,1442793600,1450396800,1489622400,1506384000,1511827200"
7467,7467,"4239,151,3402,4014,3262","1.0,5.0,5.0,5.0,1.0","1437436800,1488844800,1488844800,1488844800,1527033600"
607,607,"1807,166,34,4088,589,326,138,2444,3307,4365,2646,2398","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1411344000,1417392000,1459123200,1459123200,1467331200,1476576000,1476576000,1479945600,1479945600,1479945600,1497398400,1497398400"
5673,5673,"1097,1157,1096,644,1426","5.0,5.0,5.0,4.0,5.0","1406160000,1406160000,1407888000,1427241600,1510790400"
505,505,"2590,674,3579,1631,2279","5.0,5.0,5.0,5.0,3.0","1432771200,1448755200,1448755200,1448755200,1450224000"
113,113,"455,447,436,433,448,440","5.0,5.0,5.0,5.0,5.0,5.0","1467763200,1467763200,1467763200,1467763200,1467763200,1467763200"
2259,2259,"2993,1776,841,745,4133","4.0,4.0,4.0,4.0,5.0","1411948800,1411948800,1411948800,1442188800,1481241600"
5688,5688,"3400,205,2350,1927,1568","5.0,4.0,5.0,4.0,3.0","1476921600,1476921600,1477094400,1477094400,1477094400"
8196,8196,"1996,1609,1610,858,1372,1703,1699,1112,3497,3686,2407","4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0","1423612800,1423612800,1423612800,1423612800,1423612800,1423612800,1423612800,1474588800,1474588800,1474588800,1474588800"
3073,3073,"3148,526,2366,529,2368","3.0,5.0,5.0,4.0,3.0","1441152000,1441152000,1441152000,1441152000,1441152000"
7362,7362,"1367,1373,600,347,3722","1.0,4.0,1.0,5.0,5.0","1479081600,1479081600,1501459200,1501459200,1520985600"
5090,5090,"2138,1031,1559,2313,3364,3974,3361","5.0,5.0,4.0,4.0,4.0,5.0,5.0","1430006400,1445731200,1473897600,1503187200,1514505600,1517875200,1528416000"
5868,5868,"1368,3590,2739,676,1123","5.0,5.0,4.0,5.0,5.0","1421020800,1421020800,1438646400,1465862400,1516838400"
6690,6690,"30,344,928,37,957","5.0,5.0,5.0,5.0,5.0","1383955200,1383955200,1383955200,1448150400,1524355200"
3272,3272,"2681,2476,2024,2475,2475","5.0,5.0,5.0,5.0,5.0","1426118400,1426118400,1426118400,1431993600,1465776000"
7965,7965,"1357,3368,1110,685,3213,963,1381,2554","3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0","1367193600,1400112000,1403395200,1440028800,1442534400,1475625600,1489536000,1503014400"
1942,1942,"3271,951,2404,680,3407","4.0,5.0,5.0,4.0,4.0","1453248000,1474416000,1474416000,1475193600,1481328000"
875,875,"1330,1973,2622,3177,2838,2547","5.0,4.0,5.0,5.0,5.0,1.0","1366588800,1367884800,1395100800,1424476800,1491868800,1517184000"
6843,6843,"2567,445,2596,1212,1203,1206,1883,2668,3468,1901","3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0","1421712000,1433635200,1466467200,1488412800,1488412800,1488412800,1496707200,1507852800,1510012800,1514937600"
6455,6455,"2922,157,2451,3378,776,1895","5.0,2.0,5.0,4.0,5.0,1.0","1418860800,1435881600,1476057600,1476057600,1476057600,1476057600"
6556,6556,"3366,3367,3366,3000,2879,2903,2420,2899,2901,2904,2902","4.0,4.0,4.0,3.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0","1426896000,1426896000,1429920000,1429920000,1429920000,1429920000,1429920000,1447459200,1447459200,1447459200,1447459200"
3461,3461,"146,234,3894,2814,1643,3307","3.0,3.0,5.0,2.0,1.0,4.0","1434931200,1453334400,1480896000,1491955200,1505433600,1518739200"
4511,4511,"1847,1568,1657,1228,567,317,1743","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1447632000,1482364800,1482364800,1495497600,1495497600,1495497600,1495497600"
8295,8295,"3676,3577,4013,3999,2895","2.0,2.0,3.0,5.0,5.0","1441584000,1449619200,1460419200,1465257600,1514937600"
6417,6417,"3361,4049,4050,3524,2860,4259","4.0,4.0,4.0,4.0,4.0,4.0","1525305600,1530489600,1532390400,1532390400,1532390400,1534464000"
3378,3378,"2244,4113,2447,3378,2697,2395,1165,2384,3375,2452,2430,2157","5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0","1413763200,1413763200,1414368000,1414368000,1414368000,1414368000,1414368000,1414368000,1427846400,1444780800,1445385600,1445385600"
57,57,"2853,747,3527,3752,142","5.0,5.0,5.0,4.0,5.0","1406678400,1442188800,1456531200,1477526400,1486339200"
689,689,"1747,30,2383,947,239,527,959,539,2106,1416,960,1248","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1420156800,1420156800,1420156800,1423008000,1423008000,1423526400,1423526400,1423526400,1423526400,1423526400,1423526400,1432944000"
801,801,"26,3389,1220,188,19","4.0,3.0,4.0,5.0,5.0","1410480000,1474675200,1500249600,1505779200,1516492800"
5494,5494,"1986,2570,3269,1041,4212,4161,4159","5.0,5.0,5.0,3.0,5.0,4.0,4.0","1347926400,1384732800,1422144000,1425600000,1461801600,1475366400,1498176000"
96,96,"3159,2860,2591,3125,3039,3677,3591,3143,3009,3795,3306,3353,3558,3462,2905,3341,3660,3796,3085,2831","5.0,3.0,1.0,5.0,2.0,1.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1433980800,1437004800,1442016000,1442707200,1442707200,1442707200,1442707200,1442707200,1443312000,1448150400,1450483200,1450483200,1450483200,1450483200,1450483200,1450483200,1450483200,1454630400,1484179200,1504483200"
36,36,"2174,2385,3225,3961,2212,3963,3229,3964,2387,3228,1318,3450,4126,4080,4124,4119,4118,1361,3764,4131","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0","1442188800,1442188800,1442188800,1442188800,1442188800,1442188800,1442188800,1442188800,1458259200,1480636800,1480723200,1482969600,1502668800,1502668800,1502668800,1502668800,1502668800,1512604800,1522972800,1522972800"
3049,3049,"1948,3637,3628,3332,2898","5.0,4.0,5.0,4.0,3.0","1481155200,1481155200,1481155200,1484179200,1499299200"
6685,6685,"475,527,3030,2836,1289,2637,4283","4.0,5.0,4.0,4.0,4.0,4.0,4.0","1421971200,1427587200,1433894400,1433894400,1433894400,1442620800,1532649600"
5647,5647,"1251,2600,3780,2,347","4.0,4.0,5.0,5.0,4.0","1497139200,1502323200,1507593600,1508716800,1522108800"
929,929,"2924,2195,3161,1880,406,2501,4349","5.0,5.0,5.0,5.0,5.0,2.0,1.0","1454025600,1454025600,1454198400,1454716800,1456272000,1489104000,1489190400"
7203,7203,"2981,3988,124,2933,3395","4.0,4.0,4.0,4.0,4.0","1475193600,1475193600,1475193600,1475193600,1491868800"
2589,2589,"1400,2829,2589,1631,1934,2641,3248,3147","4.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0","1412380800,1416614400,1416614400,1420588800,1423094400,1424131200,1467849600,1467849600"
6476,6476,"4200,3098,2903,3523,3332,3096,2611","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1475971200,1475971200,1476316800,1476316800,1476316800,1476316800,1476316800"
5937,5937,"2911,1286,1666,2361,4130,2","5.0,5.0,5.0,5.0,3.0,5.0","1417219200,1437955200,1457308800,1458000000,1460678400,1460851200"
7813,7813,"1139,2308,2036,2933,826","5.0,5.0,5.0,4.0,2.0","1409529600,1409529600,1420761600,1436832000,1485216000"
4791,4791,"2112,3421,2895,4093,2774","5.0,1.0,5.0,5.0,4.0","1365465600,1422144000,1441065600,1470355200,1516406400"
5053,5053,"128,406,2847,3035,1020","2.0,4.0,5.0,5.0,5.0","1418083200,1433548800,1506816000,1506816000,1517529600"
2633,2633,"3980,3405,3130,4263,2299,3274","4.0,5.0,5.0,5.0,5.0,5.0","1465862400,1466812800,1467590400,1467590400,1487116800,1487289600"
7340,7340,"1434,2205,2207,2444,1106,1082","5.0,5.0,5.0,5.0,5.0,2.0","1416787200,1461196800,1461196800,1471737600,1471737600,1491177600"
8330,8330,"424,184,1164,284,4305","5.0,5.0,5.0,5.0,3.0","1420934400,1420934400,1435708800,1451260800,1451260800"
1524,1524,"365,4085,3145,3133,2307,4273,3740,2600","5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0","1490140800,1515024000,1518307200,1518307200,1518307200,1531872000,1531872000,1531872000"
7522,7522,"4223,2860,3158,87,1274,3634","3.0,5.0,4.0,5.0,5.0,5.0","1475539200,1493769600,1524009600,1524009600,1524009600,1524009600"
3862,3862,"1046,954,743,4026,145","5.0,5.0,5.0,5.0,5.0","1508371200,1508371200,1508371200,1508371200,1508371200"
4343,4343,"700,2965,3132,4209,2775","5.0,5.0,5.0,5.0,1.0","1449705600,1475625600,1483920000,1484870400,1492646400"
8061,8061,"4358,1125,1301,4026,365","5.0,5.0,5.0,5.0,5.0","1480204800,1483920000,1522022400,1522022400,1522022400"
1339,1339,"2038,1030,830,408,1446","5.0,4.0,4.0,3.0,4.0","1406851200,1432425600,1449360000,1451347200,1479859200"
1491,1491,"3192,1357,335,3535,2313","4.0,5.0,5.0,5.0,5.0","1416960000,1440288000,1453593600,1505520000,1510617600"
7035,7035,"1713,3159,3474,3612,3859","4.0,5.0,1.0,5.0,1.0","1407888000,1435104000,1435104000,1497312000,1497312000"
3319,3319,"284,1474,1580,1476,471,1873,2157","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1526342400,1526342400,1526342400,1526342400,1526342400,1526342400,1526342400"
42,42,"3120,3660,3129,3859,4131,4079,4222","5.0,2.0,4.0,3.0,5.0,2.0,3.0","1477612800,1477612800,1486771200,1486771200,1486771200,1486771200,1486771200"
2122,2122,"2104,3212,1328,1046,593,24,866,2393,2637","4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0","1463616000,1484092800,1484611200,1496534400,1496620800,1497484800,1509494400,1517184000,1521936000"
4870,4870,"347,1220,2561,3731,4341","5.0,5.0,5.0,5.0,5.0","1408752000,1408752000,1408752000,1497484800,1497744000"
3864,3864,"1719,2712,1684,1690,859,3514","5.0,5.0,5.0,5.0,5.0,5.0","1503878400,1503878400,1503878400,1503878400,1503878400,1503878400"
4631,4631,"3432,2144,718,1676,894,4125,3307,4187,1897","5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0","1439251200,1458259200,1469750400,1469923200,1469923200,1476489600,1476576000,1524960000,1526947200"
3815,3815,"4113,4009,1979,158,2222,2760,2848,4088,2245,34","2.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0","1398988800,1399420800,1399507200,1399507200,1399852800,1399852800,1399852800,1419811200,1419811200,1419811200"
1572,1572,"2566,3307,1174,1172,2767","5.0,5.0,5.0,5.0,5.0","1478044800,1478044800,1488153600,1488153600,1506038400"
2335,2335,"4000,3713,2894,3725,3686,2722,3681,2330,3329,3459,3602,4196,3776,358,4188,3804,3188,3558,4382,151","5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0","1468281600,1482537600,1482537600,1482537600,1482537600,1482537600,1482537600,1482537600,1482537600,1482537600,1482537600,1482537600,1482537600,1482537600,1482537600,1482537600,1482537600,1482537600,1482537600,1482537600"
5678,5678,"3120,3102,1092,4014,4382","1.0,2.0,4.0,5.0,5.0","1502064000,1502064000,1502064000,1502064000,1502064000"
414,414,"130,1043,2038,2561,3954","5.0,5.0,5.0,5.0,5.0","1420761600,1420761600,1420761600,1420761600,1477958400"
1410,1410,"2378,2384,754,553,2219","3.0,5.0,1.0,5.0,2.0","1413417600,1452297600,1452297600,1500076800,1516406400"
5943,5943,"1343,1343,1583,1651,2783","5.0,5.0,5.0,5.0,5.0","1349568000,1353715200,1406332800,1406332800,1492300800"
6927,6927,"1778,105,1735,1158,247,1750,1748","5.0,2.0,5.0,5.0,5.0,5.0,5.0","1343952000,1344729600,1344988800,1358467200,1420934400,1446336000,1446336000"
5569,5569,"598,1568,138,835,4077","2.0,5.0,3.0,5.0,5.0","1405036800,1417910400,1468800000,1499644800,1499644800"
7728,7728,"532,462,451,2701,3865","5.0,5.0,5.0,5.0,5.0","1440547200,1440547200,1440547200,1447113600,1520467200"
3243,3243,"1855,3215,866,323,3307","5.0,5.0,5.0,4.0,5.0","1428537600,1428537600,1460505600,1460505600,1469577600"
2493,2493,"2131,87,674,2215,904,137,314,4117","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1390176000,1434844800,1445558400,1445558400,1445558400,1461110400,1491177600,1513382400"
7959,7959,"482,2699,846,1190,3540,824","5.0,5.0,5.0,5.0,5.0,5.0","1449705600,1464134400,1466121600,1466208000,1478476800,1482364800"
2136,2136,"3128,3672,3318,3617,3716,3315,3692,4350,3133,3122,3316,3124,3129,4016,4244,3218,3123,3356,3447,3448,3754","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1488931200,1489363200,1489363200,1489363200,1490572800,1490572800,1490659200,1492128000,1492560000,1493164800,1493337600,1493769600,1493769600,1495497600,1495497600,1500595200,1500595200,1500595200,1500595200,1500595200,1500595200"
704,704,"3980,3612,3674,3975,4317","1.0,1.0,1.0,5.0,1.0","1488153600,1488672000,1491523200,1491523200,1491609600"
6321,6321,"866,2702,1663,3061,3088","5.0,4.0,5.0,5.0,5.0","1413763200,1414281600,1429747200,1485216000,1496966400"
3040,3040,"1185,1417,1870,2853,371,2500,2503","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1328832000,1417478400,1417478400,1425168000,1428019200,1436400000,1436400000"
7254,7254,"95,553,613,2432,3548,2710","4.0,4.0,5.0,4.0,5.0,5.0","1433894400,1437609600,1468540800,1473206400,1483056000,1524873600"
2647,2647,"3807,2255,399,1208,3337","4.0,4.0,5.0,4.0,3.0","1415836800,1415836800,1469577600,1469577600,1469577600"
6159,6159,"2266,1074,111,2451,148,1363,2660,1044,360,3839,406,4330,4367","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0","1441411200,1441411200,1441411200,1445731200,1448841600,1459555200,1468022400,1503878400,1506297600,1507507200,1507507200,1507507200,1515283200"
1788,1788,"1322,2642,29,3941,3860,3720,2057,4105","4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0","1338508800,1386028800,1444780800,1447286400,1457308800,1461196800,1518134400,1523664000"
6661,6661,"2919,1304,3025,616,4358","4.0,5.0,5.0,4.0,5.0","1432339200,1432339200,1478736000,1493683200,1493683200"
3407,3407,"3930,4317,3141,2448,4153,1091,3250,3406,2444","5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0","1483488000,1483488000,1483488000,1484179200,1484352000,1484352000,1487721600,1487808000,1501718400"
2196,2196,"447,440,436,455,448,433","5.0,5.0,5.0,5.0,5.0,5.0","1468281600,1468281600,1468281600,1468281600,1468281600,1468281600"
2936,2936,"3878,2988,1882,2807,1381,2046","4.0,4.0,4.0,5.0,4.0,5.0","1434758400,1444867200,1444867200,1466553600,1481068800,1481500800"
2621,2621,"136,271,645,121,256,4056","5.0,5.0,5.0,5.0,5.0,5.0","1313107200,1362268800,1362960000,1398988800,1426032000,1461024000"
8125,8125,"1694,841,1725,883,4359","5.0,4.0,5.0,5.0,5.0","1477094400,1477094400,1477094400,1477094400,1477094400"
913,913,"1669,2769,2544,3267,3266,2385","5.0,5.0,4.0,5.0,5.0,4.0","1413936000,1413936000,1428796800,1455580800,1462320000,1490227200"
4077,4077,"680,2203,2665,2737,1066","4.0,2.0,2.0,5.0,5.0","1441843200,1442880000,1442880000,1443052800,1449014400"
5273,5273,"1986,2117,1736,3765,4106,230,2039,3245","4.0,1.0,5.0,4.0,3.0,4.0,5.0,4.0","1351123200,1385164800,1396310400,1443398400,1457827200,1462924800,1464652800,1488931200"
8003,8003,"3645,4017,4175,1620,1958","5.0,4.0,5.0,5.0,4.0","1441584000,1452124800,1466208000,1506988800,1521763200"
7074,7074,"2734,1377,364,3393,1196","5.0,4.0,5.0,4.0,3.0","1458259200,1471046400,1471824000,1476316800,1476921600"
250,250,"2269,2050,1581,117,2","5.0,5.0,5.0,5.0,5.0","1414368000,1423785600,1423785600,1425945600,1440028800"
5107,5107,"3577,2576,2851,3913,2526,3676,2996,4079","1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1432080000,1436832000,1452729600,1469059200,1484524800,1484524800,1505001600,1505001600"
6894,6894,"1030,4077,130,502,505","4.0,5.0,5.0,5.0,5.0","1415232000,1496707200,1507766400,1522886400,1522886400"
5009,5009,"2146,3379,1754,3940,2929,4368,4099","5.0,5.0,5.0,4.0,4.0,4.0,5.0","1383868800,1436918400,1437091200,1457654400,1464220800,1475539200,1509494400"
3917,3917,"4346,3599,3826,3040,3353","3.0,5.0,4.0,5.0,5.0","1474761600,1497139200,1497139200,1514764800,1518652800"
7206,7206,"3328,1579,2155,31,3282,1507,2,2341,3770,3991,2759","3.0,5.0,4.0,5.0,4.0,2.0,5.0,4.0,2.0,5.0,1.0","1464912000,1474243200,1477872000,1477872000,1483228800,1483574400,1483833600,1484092800,1492128000,1512864000,1522800000"
7591,7591,"1863,3300,3965,1812,3900,3105,3412","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1449619200,1462492800,1483660800,1483660800,1503360000,1503360000,1518048000"
4810,4810,"2894,3631,2898,2896,4055,3980,3360,4317,4307,3375","5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0","1442448000,1444176000,1444176000,1444176000,1459382400,1489795200,1492128000,1494374400,1516924800,1533168000"
4242,4242,"722,1601,1140,1868,2138,2253","3.0,5.0,4.0,5.0,3.0,5.0","1353801600,1364428800,1365552000,1382054400,1446508800,1481328000"
1326,1326,"560,3997,2478,655,2799","5.0,5.0,5.0,5.0,5.0","1519344000,1519603200,1519603200,1519603200,1519603200"
